completion_date,company_alias_name,company_alias_id,assigned_by_email,notified_contacts,product_name,product_item_number,task_assigned_date,task_assignees,task_status,days_open,task_id
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLACK 34X32 FLC PANT,1553596,12-14-2021,General Management,Waiting for Connection...,496,1 104
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLACK 36X34 FLC PANT,1553600,12-14-2021,General Management,Waiting for Connection...,496,1 108
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLACK 40X30 FLC PANT,1553604,12-14-2021,General Management,Waiting for Connection...,496,1 112
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLACK 42X32 FLC PANT,1553609,12-14-2021,General Management,Waiting for Connection...,496,1 116
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLUE 38X34 FLC PANT,1553623,12-14-2021,General Management,Waiting for Connection...,496,1 128
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLUE 40X32 FLC PANT,1553625,12-14-2021,General Management,Waiting for Connection...,496,1 130
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLUE 40X34 FLC PANT,1553626,12-14-2021,General Management,Waiting for Connection...,496,1 131
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLUE 42X32 FLC PANT,1553628,12-14-2021,General Management,Waiting for Connection...,496,1 132
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB BLUE 42X34 FLC PANT,1553629,12-14-2021,General Management,Waiting for Connection...,496,1 133
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",EB GREEN 32X30 FLC PANT,1553630,12-14-2021,General Management,Waiting for Connection...,496,1 134
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",12k OLED Flatscreen TV - 19 Inch,A11-4432F810,11-04-2022,General Management,Waiting for Connection...,171,4 532
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",12k OLED Flatscreen TV - 50 Inch,A11-0092G,11-04-2022,General Management,Waiting for Connection...,171,4 534
(blank),BLE,BLE,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy.api+1@test39.com,ludmila.nesvitiy.api+1@test37.com",BiRite Prod 11,13-2233,02-06-2023,General Management,Waiting for Connection...,77,5 550
10-12-2022,company release 202,202-4,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+1@test6.com,(blank),(blank),09-07-2022,ludmila.nesvitiy+1@test6.com,Completed,35,3 651
(blank),company release 202,202-4,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+1@test6.com,(blank),(blank),10-12-2022,ludmila.nesvitiy+1@test6.com,Not Started,229,3 653
09-07-2022,company release 202,202-4,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+1@test6.com,(blank),(blank),09-07-2022,ludmila.nesvitiy+1@test6.com,Completed,0,3 652
(blank),Company-november,TP-000-11-12,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test98.com,(blank),(blank),01-19-2023,General Management,Waiting for Connection...,95,5 012
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 559
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 554
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 561
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 563
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,(blank),(blank),02-13-2023,General Management,Closed,30,5 564
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,(blank),(blank),02-13-2023,General Management,Waiting for Connection...,70,5 555
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 560
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 562
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 558
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,DeferredCo,v1425,02-13-2023,General Management,Waiting for Connection...,70,5 557
(blank),DeferredCo,DeferredCo145,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+5@test15.com,(blank),(blank),02-13-2023,General Management,Waiting for Connection...,70,5 556
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,user@costcodemo4.com,"Ladies' Down Jacket - Black, M",415542,04-19-2021,user@costcodemo4.com,Not Started,735,486
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,user@costcodemo4.com,"Ladies' Down Jacket - Black, S",415541,04-19-2021,user@costcodemo4.com,Not Started,735,487
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,user@costcodemo4.com,"Ladies' Down Jacket - Black, XL",415544,04-19-2021,user@costcodemo4.com,Not Started,735,488
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,user@costcodemo4.com,"Ladies' Down Jacket - Black, L",415543,04-19-2021,user@costcodemo4.com,Not Started,735,485
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,"user@costcodemo4.com,user@costcodemo4.com",(blank),(blank),05-13-2022,"Sales,General Management",Not Started,346,3 000
(blank),"Eddie Bauer, LLC",1239,Company-Admin-Enterprise@mmbcorp.com,user@costcodemo4.com,(blank),(blank),08-26-2021,"Customer Service,Distribution,Finance,Human Resources,General Management,Legal,IT,Marketing,Production,Purchasing",Closed,173,698
04-10-2023,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+1@mmbcorp.com,vu,vu,09-02-2022,ludmila.nesvitiy+1@mmbcorp.com,Completed,219,3 632
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy+1@mmbcorp.com,(blank),(blank),09-05-2022,ludmila.nesvitiy+1@mmbcorp.com,Not Started,234,3 631
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test25.com,gsgs,gsgs,08-25-2021,"General Management,Finance",Not Started,607,681
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test25.com,gsgs,gsgs,08-25-2021,(blank),Waiting for Connection...,607,682
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test25.com,(blank),(blank),11-09-2021,ludmila.nesvitiy@test25.com,Closed,0,929
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test25.com,(blank),(blank),11-09-2021,ludmila.nesvitiy@test25.com,Closed,98,932
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test25.com,ludmila.nesvitiy@test25.com",(blank),(blank),08-26-2021,"Customer Service,Distribution,Finance,Human Resources,General Management,Legal,IT,Marketing,Production,Purchasing",Closed,173,699
(blank),GSGS,45612,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test25.com,gsgs,gsgs,08-25-2021,(blank),Waiting for Connection...,607,683
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Iron-Man@ledgerset.business.com,(blank),(blank),06-07-2021,"Customer Service,General Management",Closed,1,608
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Iron-Man@ledgerset.business.com,(blank),(blank),02-24-2021,"General Management,Customer Service,Distribution",Closed,356,398
(blank),(blank),(blank),Alesia.Chamblee@mmbcorp.com,Iron-Man@ledgerset.business.com,ADIRONDACK CHAIR GREY,324,02-15-2022,Iron-Man@ledgerset.business.com,Not Started,433,1 188
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Iron-Man@ledgerset.business.com,(blank),(blank),07-26-2021,Production,Closed,204,648
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Iron-Man@ledgerset.business.com,(blank),(blank),07-26-2021,IT,In Progress,637,650
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,"test.buyer-admin@ledgerset.com,test.ledgerset@gmail.com,ludmila.nesvitiy+1@costcodemo0.com",(blank),(blank),02-24-2021,"Distribution,Finance",Closed,356,399
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,ludmila.nesvitiy@test53.com,Linens,linens,09-03-2021,ludmila.nesvitiy@test53.com,Not Started,598,725
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",12388,123123120,01-25-2023,General Management,Not Started,89,5 027
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"user@test53.com,ludmila.nesvitiy@test53.com",John Coltrane Saxophone,416575,04-19-2021,(blank),Not Started,735,484
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),01-19-2023,General Management,Not Started,95,5 007
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,07-21-2022,General Management,Not Started,277,3 245
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,02-15-2022,user@test53.com,Not Started,433,1 186
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),07-21-2022,user@test53.com,Closed,49,3 241
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",12388,123123120,01-19-2023,General Management,Not Started,95,5 009
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,HANG TEN BLU XL SUN TEE,1479958,09-14-2022,user@test53.com,Not Started,222,3 669
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,HANG TEN BLU XL SUN TEE,1479958,09-14-2022,user@test53.com,Not Started,222,3 671
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,09-14-2022,user@test53.com,Not Started,222,3 673
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,09-09-2022,user@test53.com,Not Started,227,3 662
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,09-09-2022,user@test53.com,Not Started,227,3 660
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-15-2022,user@test53.com,In Progress,433,1 180
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),08-19-2022,user@test53.com,Closed,20,3 347
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),08-23-2022,user@test53.com,Closed,16,3 544
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),08-23-2022,user@test53.com,Closed,16,3 548
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),09-09-2022,user@test53.com,Not Started,227,3 659
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),09-09-2022,user@test53.com,Not Started,227,3 661
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),09-14-2022,user@test53.com,Not Started,222,3 670
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),09-14-2022,user@test53.com,Not Started,222,3 672
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-15-2022,user@test53.com,Closed,0,1 177
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-15-2022,user@test53.com,Closed,0,1 179
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-15-2022,user@test53.com,In Progress,433,1 183
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-15-2022,user@test53.com,Closed,0,1 178
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),07-21-2022,"Sales,Production,General Management",Closed,104,3 242
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,02-11-2022,General Management,Closed,0,1 166
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,02-11-2022,user@test53.com,Not Started,437,1 168
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,Gluten Free 1-to-1 Baking Flour 25 lb Bag,1209378,02-11-2022,user@test53.com,Not Started,437,1 174
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-11-2022,user@test53.com,In Progress,437,1 167
02-14-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-11-2022,user@test53.com,Completed,3,1 171
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-09-2021,"General Management,Distribution,Finance",Closed,98,936
02-14-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,user@test53.com,(blank),(blank),02-14-2022,user@test53.com,Completed,0,1 175
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",12388,123123120,03-29-2023,General Management,Not Started,26,5 569
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-09-2021,General Management,Closed,98,925
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-02-2021,General Management,Closed,104,902
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-03-2021,General Management,Closed,104,913
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-16-2021,General Management,Closed,91,979
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",(blank),(blank),11-16-2021,General Management,Closed,91,984
07-21-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",HANG TEN GRN XL SUN TEE,1479952,12-14-2021,General Management,Completed,218,1 057
07-21-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",HANG TEN GRN S SUN TEE,1479949,12-14-2021,General Management,Completed,218,1 056
07-21-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",HANG TEN GRN M SUN TEE,1479950,12-14-2021,General Management,Completed,218,1 055
07-21-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",HANG TEN GRN L SUN TEE,1479951,12-14-2021,General Management,Completed,218,1 054
07-21-2022,Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",HANG TEN BLU XL SUN TEE,1479958,12-14-2021,General Management,Completed,218,1 053
(blank),Linens,2478,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test53.com,user@test53.com,Company-Admin-Business@bigbuyerinc.com",12388,123123120,04-10-2023,General Management,Not Started,14,5 575
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-18-2021,General Management,Waiting for Connection...,522,1 011
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-09-2021,"General Management,Distribution,Finance",Waiting for Connection...,531,934
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-09-2021,General Management,Waiting for Connection...,531,924
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-03-2021,General Management,Waiting for Connection...,537,915
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-16-2021,General Management,Waiting for Connection...,524,977
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",(blank),(blank),11-16-2021,General Management,Waiting for Connection...,524,981
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY M SCRUB PANT 2PK,1487847,12-14-2021,General Management,Waiting for Connection...,496,1 093
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY XL SCRUB TOP 3PK,1487873,12-14-2021,General Management,Waiting for Connection...,496,1 097
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK XL SCRUB PANT 2PK,1487844,12-14-2021,General Management,Waiting for Connection...,496,1 071
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK L SCRUB PANT 2PK,1487843,12-14-2021,General Management,Waiting for Connection...,496,1 067
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK L SCRUB TOP 3PK,1487867,12-14-2021,General Management,Waiting for Connection...,496,1 068
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK M SCRUB TOP 3PK,1487866,12-14-2021,General Management,Waiting for Connection...,496,1 069
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK S SCRUB TOP 3PK,1487865,12-14-2021,General Management,Waiting for Connection...,496,1 070
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK XL SCRUB TOP 3PK,1487868,12-14-2021,General Management,Waiting for Connection...,496,1 072
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLK XXL SCRUB TOP 3PK,1487869,12-14-2021,General Management,Waiting for Connection...,496,1 073
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU L SCRUB PANT 2PK,1487858,12-14-2021,General Management,Waiting for Connection...,496,1 074
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU L SCRUB TOP 3PK,1487883,12-14-2021,General Management,Waiting for Connection...,496,1 075
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU M SCRUB PANT 2PK,1487857,12-14-2021,General Management,Waiting for Connection...,496,1 076
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU M SCRUB TOP 3PK,1487882,12-14-2021,General Management,Waiting for Connection...,496,1 077
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU XXL SCRUB PANT 2PK,1487860,12-14-2021,General Management,Waiting for Connection...,496,1 081
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DK BLU M SCRUB TOP 3PK,1487876,12-14-2021,General Management,Waiting for Connection...,496,1 085
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DKBLU XXL SCRUB PANT2,1487855,12-14-2021,General Management,Waiting for Connection...,496,1 089
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU S SCRUB TOP 3PK,1487881,12-14-2021,General Management,Waiting for Connection...,496,1 078
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU XXL SCRUB TOP 3PK,1487885,12-14-2021,General Management,Waiting for Connection...,496,1 082
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DK BLU S SCRUB TOP 3PK,1487875,12-14-2021,General Management,Waiting for Connection...,496,1 086
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DKBLU XXL SCRUB TOP3PK,1487880,12-14-2021,General Management,Waiting for Connection...,496,1 090
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY M SCRUB TOP 3PK,1487871,12-14-2021,General Management,Waiting for Connection...,496,1 094
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY XXL SCRUB PANT2PK,1487850,12-14-2021,General Management,Waiting for Connection...,496,1 098
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT BLU XL SCRUB PANT 2PK,1487859,12-14-2021,General Management,Waiting for Connection...,496,1 079
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DK BLU L SCRUB PANT2PK,1487853,12-14-2021,General Management,Waiting for Connection...,496,1 083
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT DKBLU XL SCRUB PANT2PK,1487854,12-14-2021,General Management,Waiting for Connection...,496,1 087
(blank),LNN,LNN-1,Company-Admin-Enterprise@mmbcorp.com,"ludmila.nesvitiy@test46.com,ludmila.nesvitiy+1@test7.com",BT GRY L SCRUB PANT 2PK,1487848,12-14-2021,General Management,Waiting for Connection...,496,1 091
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,"Ladies' Down Jacket - Black, S",9807,12-14-2020,Company-User-Individual@supersellerllc.com,Not Started,861,239
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,"Ladies' Down Jacket - Black, XL",9810,12-14-2020,Company-User-Individual@supersellerllc.com,Not Started,861,240
01-23-2023,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-28-2022,Company-User-Individual@supersellerllc.com,Completed,55,4 616
01-24-2023,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-14-2022,Company-User-Individual@supersellerllc.com,Completed,70,4 575
(blank),(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-14-2022,Company-User-Individual@supersellerllc.com,Not Started,161,4 572
12-01-2022,(blank),(blank),Company-Admin-Enterprise@mmbcorp.com,Company-User-Individual@supersellerllc.com,(blank),(blank),11-29-2022,Company-User-Individual@supersellerllc.com,Completed,2,4 621
